Price,Area,Bed,Bath,AC,Garage,Pool,Year,Quality,Style,Lot,Highway
780000,4419,4,5,1,7,0,1987,High,1,56127,0
657500,3877,3,3,1,3,0,1992,High,7,24639,0
578000,3808,5,4,1,3,0,1982,High,7,23324,0
500000,3376,5,4,1,2,0,1947,High,7,18452,0
484530,2940,3,3,1,3,1,1979,High,7,20639,0
609000,2654,5,3,1,3,0,1997,High,1,12821,0
635000,2672,4,3,1,3,0,1995,High,1,28049,0
519000,3386,4,4,1,3,0,1994,High,7,24008,0
625100,3648,4,4,1,3,0,1992,High,7,26604,0
585444,3455,4,5,1,3,0,1995,High,7,22468,0
399900,3321,3,4,1,3,1,1971,High,7,15012,0
389900,2817,4,3,1,3,0,1996,High,7,31214,0
649000,3210,3,5,1,3,0,1995,High,1,30033,0
535000,3588,4,5,1,3,0,1987,High,7,22530,0
640000,2705,3,3,1,3,0,1994,High,1,22196,0
600000,2344,4,3,1,2,0,1925,High,1,86004,0
582500,4264,5,4,1,4,0,1995,High,7,24983,0
545000,2615,3,3,1,3,0,1996,High,1,21722,0
480000,3608,6,4,1,3,0,1981,High,7,25219,0
595000,2479,4,4,1,3,0,1989,High,1,29805,0
610000,3251,3,4,1,3,1,1985,High,1,25570,0
570000,2547,2,3,1,3,0,1996,High,1,21789,0
479000,5032,7,3,1,3,0,1989,High,7,22000,0
545000,4973,6,6,1,3,1,1987,High,7,56139,0
335000,2582,4,3,1,2,0,1966,High,2,23256,0
629000,3139,6,4,1,2,1,1977,High,1,21810,0
505500,3516,4,4,1,3,0,1979,High,7,19867,0
528750,2129,0,0,1,3,0,1992,High,1,37414,0
370000,2936,4,4,1,3,0,1987,High,7,16437,0
529000,3351,5,4,1,3,0,1994,High,7,24216,0
490000,3136,4,4,1,3,0,1989,High,7,27158,0
535000,3525,4,5,1,3,0,1996,High,7,27501,0
612000,3917,6,5,1,3,0,1995,High,7,37972,0
442500,2702,4,3,1,3,0,1991,High,1,39643,0
500000,3644,3,4,1,3,0,1984,High,7,21895,0
539000,3072,4,4,1,3,0,1992,High,1,25158,0
545500,3233,4,4,1,3,0,1991,High,7,22961,0
424000,2918,4,4,1,3,0,1988,High,7,22003,0
325000,3266,4,3,1,3,0,1985,High,7,16640,0
367000,2940,4,7,1,2,0,1988,High,7,22003,0
470000,3430,3,4,1,2,1,1966,High,7,25018,0
393000,2472,4,4,1,3,0,1987,High,1,21784,0
530000,2878,4,4,1,3,0,1992,High,1,68351,0
400000,2537,3,3,1,2,0,1993,High,1,11053,0
403500,3858,4,4,1,3,0,1987,High,7,22224,0
550000,2742,3,3,1,3,0,1991,High,1,22306,0
380000,3460,5,4,1,2,0,1972,High,1,18571,0
500000,3836,5,4,1,3,0,1982,High,5,48465,0
465000,4453,7,5,1,2,0,1974,High,7,15595,0
451500,4080,5,4,1,3,0,1983,High,7,22134,0
336000,3301,3,4,1,2,0,1977,High,3,18741,0
550000,3828,4,5,1,2,1,1975,High,1,17051,0
450000,2973,4,3,1,2,0,1980,Medium,7,21999,0
440000,2821,5,4,1,2,1,1962,Medium,1,32914,0
515000,2950,5,3,1,2,0,1969,Medium,1,21598,0
415000,2362,3,3,1,2,0,1977,Medium,3,21604,0
380000,3092,3,4,1,2,0,1978,Medium,3,20081,0
489500,2866,4,4,0,2,0,1982,Medium,7,22424,0
478000,3369,5,4,1,3,0,1981,Medium,7,21161,0
460000,3068,4,4,1,3,0,1988,Medium,7,18289,0
379900,2380,3,3,1,3,0,1998,Medium,1,21999,0
390000,2225,2,3,1,3,0,1997,Medium,1,38722,0
338000,2655,3,3,1,2,0,1948,Medium,1,21960,0
675000,3855,4,4,1,3,0,1996,Medium,7,35845,0
440000,2892,4,4,1,2,0,1977,Medium,6,35839,0
500000,3832,4,3,1,2,0,1952,Medium,1,28722,0
470000,3164,6,4,1,2,0,1982,Medium,7,20505,0
317500,2620,3,2,1,3,0,1925,Medium,7,12266,0
430000,3076,6,4,1,3,0,1984,Medium,7,26648,0
430000,4022,6,4,1,3,0,1986,Medium,7,18429,0
475000,3377,4,3,1,3,0,1997,Medium,7,22495,0
389000,2858,5,4,1,1,0,1989,Medium,7,23981,0
400000,3540,4,4,1,3,1,1980,Medium,7,18012,0
395000,3045,4,3,1,1,0,1991,Medium,7,34356,0
395000,4150,4,3,0,3,0,1934,Medium,7,21778,0
296000,1778,2,2,1,2,0,1991,Medium,7,24022,0
387500,2412,2,3,1,3,0,1986,Medium,3,22676,0
353000,2668,4,3,1,2,0,1978,Medium,2,18384,0
350000,2274,4,3,1,3,0,1986,Medium,1,22049,0
437632,2936,4,3,1,3,0,1980,Medium,5,22844,0
447500,2526,2,2,1,0,0,1996,Medium,1,28248,0
318500,2449,4,4,1,2,0,1985,Medium,3,22075,0
352000,3131,4,4,1,2,0,1988,Medium,7,15209,0
295000,2536,3,3,1,3,0,1987,Medium,7,39427,0
313500,3314,2,3,1,3,0,1984,Medium,7,24339,0
330000,2230,3,2,1,2,0,1986,Medium,1,24798,0
400000,2631,4,4,0,2,0,1985,Medium,7,44885,0
325000,2638,4,3,1,2,0,1978,Medium,3,25747,0
340000,2756,4,3,1,2,1,1973,Medium,7,22546,0
399900,3262,5,4,1,2,0,1978,Medium,7,25541,0
249900,1936,4,4,1,3,0,1987,Medium,3,12850,0
389000,3148,4,4,1,3,1,1969,Medium,7,16587,0
364500,2616,3,4,1,2,0,1977,Medium,7,32655,0
357500,3630,4,3,1,2,0,1969,Medium,7,23283,0
295000,1954,3,3,1,3,1,1962,Medium,3,19300,0
274500,1926,5,3,1,2,0,1986,Medium,7,26418,0
259000,2556,3,2,1,2,0,1957,Medium,1,80886,0
415000,2282,5,4,1,2,0,1987,Medium,3,23003,0
443000,3314,3,4,1,3,0,1986,Medium,7,22012,0
249000,2001,3,3,1,2,0,1981,Medium,3,23812,0
330000,2607,5,2,1,2,0,1976,Medium,3,23139,0
291000,2840,4,4,1,2,0,1965,Medium,7,23079,0
418000,3036,3,5,0,2,0,1977,Medium,7,33746,0
320000,2240,4,2,1,3,0,1974,Medium,3,18682,0
264000,1788,3,3,0,2,0,1969,Medium,1,18484,0
381000,2620,5,4,1,2,0,1965,Medium,7,28093,0
250000,1480,3,3,1,2,0,1984,Medium,3,14230,0
360000,2588,3,3,1,2,1,1968,Medium,2,19004,0
369500,3138,4,4,1,2,0,1969,Medium,7,18190,0
285400,2460,5,4,1,2,0,1979,Medium,7,27492,0
409000,3566,4,4,1,2,0,1976,Medium,7,18044,0
333000,2692,5,4,1,3,0,1984,Medium,7,22020,0
362000,2958,5,4,1,3,0,1987,Medium,7,45200,0
387500,3164,4,4,1,2,1,1966,Medium,7,23856,0
239000,2058,3,3,1,2,0,1969,Medium,2,21046,0
299900,2717,3,4,1,2,0,1983,Medium,7,22083,0
335000,2920,4,3,1,3,0,1987,Medium,7,22434,0
275000,2554,5,3,1,2,0,1960,Medium,7,21820,0
328000,2805,3,4,1,2,0,1988,Medium,7,22582,0
333000,2736,4,3,1,2,1,1979,Medium,7,29591,0
397000,3516,5,7,1,3,0,1996,Medium,7,34795,0
374800,3536,6,4,1,2,1,1978,Medium,7,19997,0
520000,2138,5,3,1,3,0,1956,Medium,1,86830,0
325000,2718,4,4,1,3,0,1978,Medium,6,22842,0
295000,2178,5,3,1,2,0,1958,Medium,1,25891,0
415000,3152,5,4,1,2,0,1980,Medium,6,24446,0
224900,2611,3,3,1,2,0,1987,Medium,7,6924,0
265000,2060,4,3,1,2,0,1981,Medium,2,13091,0
299900,2448,4,4,1,3,0,1979,Medium,7,26790,0
390000,4050,6,5,1,2,1,1966,Medium,7,18262,0
271000,2414,3,3,1,2,0,1914,Medium,7,24357,0
330000,3072,4,3,1,2,0,1966,Medium,7,16431,0
350000,2525,3,3,1,3,0,1983,Medium,4,27138,0
310000,2866,5,3,1,3,0,1961,Medium,7,25249,0
340000,3246,4,4,1,3,0,1987,Medium,7,52218,0
307000,2707,4,4,1,2,0,1992,Medium,7,22094,0
304000,2300,5,3,1,2,0,1961,Medium,3,35824,0
275900,1860,3,3,1,2,0,1957,Medium,1,40741,0
315000,3636,5,3,1,2,0,1976,Medium,7,19776,0
295000,1910,4,3,1,2,0,1968,Medium,1,30996,0
251010,2280,4,2,1,2,0,1956,Medium,1,25543,0
335000,3386,4,5,0,2,0,1965,Medium,7,38428,0
343500,2324,5,4,1,3,0,1967,Medium,3,22435,0
297000,1970,4,3,1,2,0,1972,Medium,3,25814,0
281000,2062,3,3,1,2,1,1977,Medium,2,23608,0
235000,2617,4,3,1,2,0,1985,Medium,7,8903,0
237000,2612,4,3,1,2,0,1985,Medium,7,10144,0
274900,2472,3,3,1,2,0,1969,Medium,7,22451,0
229900,1922,4,2,1,2,0,1957,Medium,1,15791,0
259000,1852,3,2,1,2,0,1984,Medium,3,22204,0
245000,2239,3,3,1,2,0,1986,Medium,3,22216,0
208000,2068,3,2,1,2,0,1979,Medium,1,34773,0
421000,2101,3,3,0,2,0,1956,Medium,1,65499,0
320000,2200,4,3,1,2,0,1968,Medium,1,31450,0
256000,1972,3,3,0,2,0,1989,Medium,3,32027,0
275000,2007,3,3,1,2,1,1959,Medium,3,21311,0
222000,2612,4,3,1,2,0,1985,Medium,7,8229,0
249900,2124,4,1,1,3,0,1974,Medium,2,21834,0
273500,2612,4,3,1,2,0,1985,Medium,7,8924,0
218500,2548,2,2,1,2,0,1984,Medium,3,10210,0
377000,2767,3,3,1,3,0,1941,Medium,4,75232,0
220000,2025,3,3,1,2,0,1989,Medium,3,19618,0
192900,1956,4,2,1,2,0,1962,Medium,2,21779,0
298750,2460,4,3,1,2,0,1967,Medium,3,23907,0
315000,2764,3,3,1,3,0,1972,Medium,7,23947,0
315000,2004,4,3,1,2,0,1967,Medium,3,24453,0
465900,2852,4,3,1,2,1,1961,Medium,7,34040,0
239500,2096,3,3,1,2,0,1977,Medium,1,15237,0
276000,2330,3,3,1,2,0,1989,Medium,7,17433,0
226000,2520,4,3,1,2,0,1978,Medium,7,12145,0
235000,2528,3,3,1,2,0,1977,Medium,3,26469,0
247000,2030,4,3,1,3,0,1988,Medium,3,23202,0
182000,2208,2,2,1,2,0,1985,Medium,7,6734,0
180000,1500,2,1,1,0,0,1938,Medium,3,39776,0
249000,2078,5,3,1,2,0,1965,Medium,1,21512,0
260000,2442,4,3,1,2,0,1969,Medium,2,21149,0
219900,2612,3,3,1,2,0,1986,Medium,7,11288,0
295000,2268,4,3,1,3,0,1972,Medium,2,23976,0
290000,2734,4,3,1,2,0,1971,Medium,7,23488,0
300000,2228,4,3,1,2,0,1982,Medium,3,21232,0
354900,3000,5,4,1,3,0,1973,Medium,7,21643,0
261000,2404,5,3,1,3,1,1973,Medium,2,17791,0
174500,1840,3,2,1,2,0,1960,Medium,1,16356,0
244900,2107,3,2,0,2,0,1947,Medium,6,30050,0
274900,2788,4,3,1,2,0,1984,Medium,7,18960,0
214000,2416,3,3,1,2,0,1984,Medium,3,15594,0
283000,2430,3,4,1,3,0,1984,Medium,6,18164,0
177900,1584,3,2,1,2,0,1989,Medium,2,13947,0
237500,1873,3,3,1,2,0,1978,Medium,3,21998,0
202150,1644,4,3,1,2,0,1976,Medium,2,19499,0
235000,2400,4,3,1,2,0,1976,Medium,7,44347,0
217000,2094,4,3,1,2,0,1984,Medium,3,18617,0
285000,2561,3,3,1,3,0,1981,Medium,7,18985,0
217500,1752,3,2,1,2,0,1976,Medium,2,24053,0
210000,1738,5,3,1,2,0,1983,Medium,3,15206,0
183340,2068,3,2,1,3,0,1977,Medium,1,24325,0
252000,2428,4,3,1,2,0,1966,Medium,7,22727,0
237000,2090,4,2,1,2,0,1969,Medium,1,22055,0
205000,1820,3,2,1,2,0,1944,Medium,2,28023,0
285000,3219,4,4,1,2,0,1944,Medium,6,28200,0
210000,2654,3,5,1,2,0,1962,Medium,1,28882,0
280000,1802,4,3,1,2,0,1956,Medium,1,27700,0
207000,1765,3,2,1,2,0,1976,Medium,2,22983,0
221000,2786,4,3,1,2,0,1976,Medium,7,22875,0
257000,1794,3,2,1,2,0,1960,Medium,3,21691,0
274000,2768,3,3,0,2,0,1921,Medium,7,26268,0
262000,2288,3,2,1,2,0,1963,Medium,3,16975,0
204400,2028,3,2,1,2,0,1951,Medium,1,26777,0
254900,2620,5,3,1,2,0,1966,Medium,7,27989,0
244000,1644,3,3,1,2,0,1980,Medium,2,32164,0
213000,1888,3,2,1,3,0,1958,Medium,1,14757,0
240000,2116,4,3,1,2,0,1964,Medium,7,22041,0
235000,2313,4,3,1,2,0,1972,Medium,7,24705,0
206000,1824,4,2,1,2,0,1959,Medium,1,14748,0
237000,1942,4,3,1,2,0,1972,Medium,2,23105,0
274000,2184,4,3,1,2,0,1977,Medium,3,19090,0
275000,2578,3,3,1,2,0,1965,Medium,7,22299,0
218400,2036,4,3,1,2,0,1960,Medium,7,21996,0
156000,1384,2,1,0,2,0,1961,Medium,1,26706,0
220000,1826,4,3,1,2,0,1952,Medium,1,19870,0
171500,1681,3,2,1,1,0,1957,Medium,1,15985,0
180000,1726,3,2,1,2,0,1962,Medium,1,26769,0
204000,1910,3,2,1,2,0,1958,Medium,3,15423,0
307000,2664,4,3,1,2,0,1962,Medium,7,22684,0
265000,2116,3,3,1,2,0,1976,Medium,2,33344,0
209900,2030,3,3,1,2,0,1959,Medium,1,21914,0
173000,1940,3,2,0,2,0,1956,Medium,3,11610,0
189000,1676,3,3,0,2,0,1965,Medium,3,21780,0
222500,2120,3,2,1,2,1,1959,Medium,1,17883,0
265000,2152,4,3,1,2,0,1987,Medium,1,26075,0
264670,1984,4,3,1,2,0,1966,Medium,1,31204,0
200750,1575,3,3,1,2,0,1957,Medium,1,25543,0
227900,1798,3,3,1,2,0,1978,Medium,2,17820,0
255000,2017,3,1,0,1,0,1958,Medium,3,86571,0
208500,1904,3,3,1,2,0,1978,Medium,2,15559,0
226900,1718,3,3,1,2,0,1976,Medium,2,49613,0
215000,1776,4,2,0,1,0,1980,Medium,2,22839,0
222950,2609,4,3,1,2,0,1961,Medium,1,26087,0
239900,2226,3,3,1,2,0,1955,Medium,2,13520,0
176000,1556,2,1,1,3,0,1959,Medium,3,15623,0
228000,1764,2,2,1,2,0,1985,Medium,3,8105,0
204900,1626,3,3,1,2,1,1968,Medium,2,15288,0
258000,2012,5,3,1,2,0,1967,Medium,2,21303,0
241850,2090,4,4,1,2,0,1963,Medium,7,22010,0
198500,2192,4,2,1,2,0,1963,Medium,2,22851,0
243000,2228,4,4,1,2,0,1965,Medium,7,21881,0
187000,1825,4,2,1,2,0,1963,Medium,2,15810,0
233000,2132,4,3,1,2,0,1966,Medium,2,17159,0
205000,2160,3,2,1,2,0,1983,Medium,7,16555,0
205000,1974,3,2,1,2,0,1954,Medium,1,26196,0
189000,1696,3,3,1,2,0,1968,Medium,1,31851,0
204900,2132,3,3,1,2,0,1969,Medium,7,23986,0
239000,1814,4,3,1,2,1,1979,Medium,2,24698,0
193000,1796,3,2,1,2,0,1963,Medium,2,29281,0
260000,2268,5,3,1,2,0,1971,Medium,3,35240,0
188000,1719,2,3,1,2,0,1960,Medium,1,22009,0
190500,1704,3,2,1,2,0,1984,Medium,3,22583,0
230000,2142,3,2,1,2,0,1959,Medium,1,22223,0
240000,1705,4,2,1,2,0,1972,Medium,1,42322,0
235000,1752,4,3,1,2,0,1978,Medium,2,39267,0
275000,2554,5,3,1,2,1,1966,Medium,7,22381,0
205000,1650,3,2,1,2,0,1965,Medium,3,27235,0
280000,2816,5,3,1,2,0,1946,Medium,5,29109,0
190000,1919,3,4,1,2,0,1938,Medium,7,20093,0
232500,2080,3,2,1,2,0,1968,Medium,1,32021,0
259500,2108,4,4,1,2,0,1978,Medium,7,24685,0
275000,2480,3,3,1,2,0,1964,Medium,1,22144,0
183900,1746,3,2,1,2,0,1974,Medium,2,52136,0
290000,2703,3,3,0,4,0,1963,Medium,1,43599,0
217950,1640,4,2,1,2,0,1979,Medium,3,21314,0
220000,2196,4,3,1,2,0,1972,Medium,7,17899,0
185000,1701,3,2,1,1,0,1982,Medium,2,21938,0
288000,2250,3,2,1,2,0,1949,Medium,4,23684,0
197500,2502,4,2,1,2,0,1964,Medium,6,23749,0
179975,1762,4,3,1,2,0,1959,Medium,1,15742,0
195000,2016,4,3,1,2,0,1963,Medium,2,18102,0
228400,1904,3,3,1,2,1,1976,Medium,2,14945,0
194750,1652,5,2,1,2,0,1960,Medium,1,24644,0
195000,2042,4,3,0,2,0,1963,Medium,2,21849,0
210000,2019,4,3,1,3,0,1960,Medium,2,14837,0
239550,2791,5,3,1,3,0,1946,Medium,4,22863,0
242000,2514,4,3,1,1,0,1953,Medium,5,17535,0
185000,1746,3,2,1,2,0,1984,Medium,3,12386,0
175000,1930,3,2,1,2,0,1956,Medium,2,15923,0
165000,1552,3,1,1,3,0,1959,Medium,3,27068,0
185000,1566,4,2,1,2,0,1993,Medium,2,13504,0
173194,1669,3,2,1,2,0,1964,Medium,2,24643,0
205150,1814,3,3,1,2,0,1978,Medium,2,18714,0
214200,1794,3,3,1,3,0,1976,Medium,2,24308,0
182500,1691,3,2,1,2,1,1968,Medium,2,21961,0
205000,1834,4,3,1,2,0,1959,Medium,1,30726,0
208000,1984,5,3,1,2,0,1961,Medium,1,22047,0
225000,1966,4,3,1,2,0,1962,Medium,1,24871,0
170000,1669,3,2,1,2,0,1967,Medium,2,21253,0
216000,2132,4,3,1,2,0,1976,Medium,1,41332,0
180000,2007,4,3,1,2,0,1959,Medium,3,15992,0
169200,1964,4,2,1,2,0,1964,Medium,7,18162,0
213000,2325,4,3,1,3,0,1973,Medium,3,16699,0
210000,2196,4,3,1,2,0,1965,Medium,7,29329,0
185000,2061,3,2,1,2,0,1956,Medium,2,25379,0
179900,1828,3,2,1,2,0,1956,Medium,3,37150,0
196000,1956,4,3,1,2,0,1968,Medium,1,20486,0
219900,1852,6,3,1,2,0,1968,Medium,2,20800,0
159900,1795,1,2,1,2,0,1980,Medium,11,26467,0
170000,1580,2,1,0,1,0,1950,Low,5,10799,0
169900,1708,3,1,0,1,0,1950,Low,1,11413,0
189500,1700,4,2,0,2,0,1953,Low,1,14023,0
195000,1742,1,1,1,2,0,1961,Low,1,18250,0
215000,1890,4,2,1,2,0,1961,Low,1,22110,0
171000,1512,2,1,0,1,0,1956,Low,1,14774,0
179900,1840,3,1,0,2,0,1953,Low,1,40832,0
120000,1060,2,1,0,2,0,1947,Low,1,15001,0
175000,1540,3,2,0,2,0,1957,Low,1,45458,0
232900,1550,4,2,1,2,1,1962,Low,2,14998,0
229900,2787,4,2,1,1,0,1922,Low,5,39558,0
174900,1528,2,2,1,2,0,1982,Low,1,25193,0
168900,1928,2,2,0,2,0,1941,Low,5,26393,0
229500,2329,3,2,1,2,0,1960,Low,7,28179,0
236000,1940,4,3,1,2,0,1959,Low,1,15073,0
205500,2114,5,2,1,2,0,1966,Low,7,14526,0
212000,1799,3,2,1,2,0,1962,Low,2,16210,0
205000,1864,3,2,1,2,0,1940,Low,1,25628,0
193000,1581,3,2,1,2,0,1956,Low,1,15064,0
180000,1652,3,2,1,2,0,1959,Low,3,21875,0
184000,1592,4,2,0,2,0,1977,Low,1,25943,0
144900,1520,3,1,0,1,0,1953,Low,4,36359,0
255000,1792,2,2,1,2,0,1955,Low,1,31257,0
137000,1464,2,1,0,1,0,1957,Low,1,14999,0
178000,1702,3,2,0,2,0,1961,Low,1,21898,0
296000,2180,3,2,1,2,0,1952,Low,1,29617,0
186500,1486,2,2,1,2,0,1958,Low,1,18479,0
170000,1364,2,1,0,2,0,1942,Low,1,26369,0
219000,1540,4,2,1,2,0,1977,Low,2,30691,0
188000,1608,4,2,1,2,0,1969,Low,2,19380,0
195250,1668,3,1,1,2,0,1956,Low,3,17060,0
175000,1944,3,2,1,2,0,1951,Low,1,43562,0
215000,1883,4,2,1,2,1,1956,Low,1,19932,0
197500,2215,4,1,0,2,0,1948,Low,6,25540,0
249900,1916,2,2,1,2,0,1954,Low,1,20576,0
180000,1508,2,2,1,2,0,1959,Low,1,32469,0
174900,1809,3,1,1,2,0,1958,Low,2,16782,0
189900,1958,4,3,0,2,0,1935,Low,5,22788,0
154000,1592,2,1,1,2,0,1951,Low,1,10332,0
150000,1636,2,1,1,2,0,1950,Low,1,10000,0
189900,1800,3,2,0,2,0,1964,Low,2,13566,0
157000,1600,3,1,0,2,0,1950,Low,5,10807,0
182000,1550,3,1,1,2,0,1966,Low,1,15100,0
187650,1578,3,1,1,2,0,1958,Low,1,14631,0
175000,1644,3,1,1,2,0,1956,Low,1,12999,0
189900,1556,3,2,1,1,0,1959,Low,3,19840,0
175000,1672,3,1,1,2,0,1949,Low,1,22617,0
159900,1650,2,2,1,1,0,1957,Low,1,14997,0
184900,1676,3,2,0,2,0,1956,Low,1,16156,0
174900,1960,2,2,0,2,0,1947,Low,1,16953,0
143000,1649,3,1,1,1,0,1951,Low,5,20096,0
164900,1728,3,1,1,1,0,1950,Low,4,10999,0
173500,1586,3,2,1,1,0,1958,Low,1,15862,0
161800,1592,2,1,0,1,0,1951,Low,1,18686,0
148000,1514,2,2,1,1,0,1964,Low,1,16209,0
177000,1952,4,2,1,2,0,1963,Low,1,24377,0
149900,1550,3,1,1,2,0,1956,Low,1,14311,0
170000,1544,2,2,0,1,0,1957,Low,1,14942,0
142000,1566,3,1,0,1,0,1959,Low,1,15228,0
186900,1650,3,2,1,2,0,1961,Low,1,22000,0
152900,1392,2,2,0,2,0,1951,Low,1,29199,0
350000,2981,5,4,1,2,0,1950,Low,6,49756,0
130000,1412,2,1,0,1,0,1940,Low,1,16752,0
167900,2180,4,2,0,2,0,1948,Low,3,15001,0
184900,1704,2,2,1,2,0,1954,Low,1,16759,0
178000,1600,3,2,1,2,0,1957,Low,3,15090,0
111000,1276,3,2,0,1,0,1951,Low,1,11554,0
207000,1666,4,2,0,1,0,1954,Low,1,39523,0
190000,1760,3,2,1,2,0,1974,Low,2,20193,0
230000,1836,3,2,0,2,0,1946,Low,1,46339,0
165000,1636,3,1,0,2,0,1953,Low,1,20125,0
210000,1748,3,2,1,2,0,1957,Low,1,14512,0
226000,2556,4,2,0,2,0,1923,Low,6,36276,0
149900,1511,4,1,1,1,0,1954,Low,1,14821,0
155000,1524,3,2,1,2,0,1958,Low,1,21875,0
219900,1821,4,2,1,2,0,1956,Low,1,16696,0
132000,1596,1,1,0,0,0,1940,Low,1,28357,0
195000,2392,4,2,0,2,0,1960,Low,1,30265,0
155900,1748,2,1,1,2,0,1956,Low,1,16231,0
119900,1384,2,1,0,0,0,1949,Low,1,30002,0
175000,1628,3,1,1,2,1,1957,Low,1,17069,0
304000,1911,4,2,1,2,0,1953,Low,1,86248,0
190000,1624,4,3,0,1,0,1959,Low,3,15002,0
229100,1956,3,2,1,2,1,1984,Low,6,14710,0
187500,2012,4,2,0,2,0,1953,Low,5,14925,0
173000,1590,2,2,1,2,0,1956,Low,1,22336,0
170000,1687,2,1,1,1,0,1941,Low,4,20925,0
179000,1816,4,1,1,2,0,1956,Low,3,16508,0
